Dataset,Depth,Mode,Threads,Time(s),Accuracy,Misclassification,TreeStructure
eeg.txt,4,CPU,3,599.8180,0.752336,3710,"[0,0.51441288,[1,0.23538673,[5,0.34683198,[11,0.42235687,0,1],[6,0.47018027,0,1]],[6,0.46200436,[10,0.25496134,0,1],[6,0.47270551,0,1]]],[0,0.51908314,[5,0.34904695,[5,0.34192133,0,1],[6,0.47054136,0,1]],[4,0.52508271,[1,0.24188039,1,0],[5,0.36464834,1,0]]]]"
eeg.txt,4,CPU,4,599.8990,0.752336,3710,"[0,0.51441288,[1,0.23538673,[5,0.34683198,[11,0.42235687,0,1],[6,0.47018027,0,1]],[6,0.46200436,[10,0.25496134,0,1],[6,0.47270551,0,1]]],[0,0.51908314,[5,0.34904695,[5,0.34192133,0,1],[6,0.47054136,0,1]],[4,0.52508271,[1,0.24188039,1,0],[5,0.36464834,1,0]]]]"
eeg.txt,4,CPU,5,599.7100,0.752336,3710,"[0,0.51441288,[1,0.23538673,[5,0.34683198,[11,0.42235687,0,1],[6,0.47018027,0,1]],[6,0.46200436,[10,0.25496134,0,1],[6,0.47270551,0,1]]],[0,0.51908314,[5,0.34904695,[5,0.34192133,0,1],[6,0.47054136,0,1]],[4,0.52508271,[1,0.24188039,1,0],[5,0.36464834,1,0]]]]"
eeg.txt,4,CPU,6,599.7580,0.752336,3710,"[0,0.51441288,[1,0.23538673,[5,0.34683198,[11,0.42235687,0,1],[6,0.47018027,0,1]],[6,0.46200436,[10,0.25496134,0,1],[6,0.47270551,0,1]]],[0,0.51908314,[5,0.34904695,[5,0.34192133,0,1],[6,0.47054136,0,1]],[4,0.52508271,[1,0.24188039,1,0],[5,0.36464834,1,0]]]]"
eeg.txt,4,CPU,7,599.7750,0.752336,3710,"[0,0.51441288,[1,0.23538673,[5,0.34683198,[11,0.42235687,0,1],[6,0.47018027,0,1]],[6,0.46200436,[10,0.25496134,0,1],[6,0.47270551,0,1]]],[0,0.51908314,[5,0.34904695,[5,0.34192133,0,1],[6,0.47054136,0,1]],[4,0.52508271,[1,0.24188039,1,0],[5,0.36464834,1,0]]]]"
eeg.txt,4,CPU,8,599.6860,0.751469,3723,"[0,0.51441288,[1,0.23559177,[5,0.34683198,[11,0.42235687,0,1],[6,0.47018027,0,1]],[6,0.46200436,[10,0.25496134,0,1],[6,0.47270551,0,1]]],[0,0.51908314,[5,0.34904695,[5,0.34192133,0,1],[6,0.47054136,0,1]],[4,0.52508271,[1,0.24188039,1,0],[5,0.36464834,1,0]]]]"
eeg.txt,4,CPU,9,599.6850,0.750801,3733,"[0,0.51384920,[12,0.94865143,[11,0.42268139,[0,0.51103163,0,1],[6,0.46392816,1,0]],[1,0.23538673,[5,0.34683198,1,0],[6,0.46200436,1,0]]],[0,0.51916325,[5,0.34798783,[5,0.34201711,0,1],[6,0.47018027,0,1]],[4,0.52508271,[1,0.24188039,1,0],[5,0.36464834,1,0]]]]"
eeg.txt,4,CPU,10,599.6910,0.750801,3733,"[0,0.51376832,[12,0.94865143,[11,0.42268139,[0,0.51103163,0,1],[6,0.46392816,1,0]],[1,0.23538673,[5,0.34663951,1,0],[6,0.46200436,1,0]]],[0,0.51916325,[5,0.34798783,[5,0.34298044,0,1],[6,0.47018027,0,1]],[4,0.52508271,[1,0.24188039,1,0],[5,0.36464834,1,0]]]]"
eeg.txt,4,CPU,15,599.7820,0.75,3745,"[0,0.51384920,[1,0.23548925,[5,0.34683198,[11,0.42235687,0,1],[6,0.47018027,0,1]],[6,0.46200436,[10,0.25496134,0,1],[6,0.47270551,0,1]]],[0,0.51916325,[5,0.34798783,[5,0.34201711,0,1],[6,0.47018027,0,1]],[4,0.52508271,[1,0.24188039,1,0],[5,0.36464834,1,0]]]]"
eeg.txt,4,CPU,16,599.5640,0.750801,3733,"[0,0.51384920,[12,0.94865143,[11,0.42268139,[0,0.51103163,0,1],[6,0.46392816,1,0]],[1,0.23538673,[5,0.34683198,1,0],[6,0.46200436,1,0]]],[0,0.51908314,[5,0.34798783,[5,0.34201711,0,1],[6,0.47018027,0,1]],[4,0.52508271,[1,0.24188039,1,0],[5,0.36464834,1,0]]]]"
eeg.txt,4,CPU,30,599.7610,0.747196,3787,"[2,0.55249691,[1,0.23538673,[5,0.34683198,[11,0.42235687,0,1],[6,0.47018027,0,1]],[6,0.46260458,[13,0.52245247,0,1],[6,0.47270551,0,1]]],[13,0.53443253,[5,0.34952861,[0,0.51393008,0,1],[6,0.47222483,0,1]],[4,0.52473271,[1,0.24188039,1,0],[5,0.36464834,1,0]]]]"
eeg.txt,4,CPU,32,599.4770,0.747196,3787,"[2,0.55249691,[1,0.23538673,[5,0.34683198,[11,0.42235687,0,1],[6,0.47018027,0,1]],[6,0.46260458,[13,0.52245247,0,1],[6,0.47270551,0,1]]],[13,0.53443253,[5,0.34952861,[0,0.51393008,0,1],[6,0.47222483,0,1]],[4,0.52473271,[1,0.24188039,1,0],[5,0.36464834,1,0]]]]"
eeg.txt,4,CPU,60,599.8630,0.747196,3787,"[2,0.55249691,[1,0.23538673,[5,0.34683198,[11,0.42235687,0,1],[6,0.47018027,0,1]],[6,0.46260458,[13,0.52245247,0,1],[6,0.47270551,0,1]]],[13,0.53443253,[5,0.34952861,[0,0.51393008,0,1],[6,0.47222483,0,1]],[4,0.52473271,[1,0.24188039,1,0],[5,0.36464834,1,0]]]]"
fault.txt,4,CPU,1,599.7990,0.717671,548,"[0,0.17337912,[11,0.50000000,[24,0.74958444,[6,0.00340494,6,2],[15,0.34275842,0,6]],[10,0.23638430,[13,0.13468847,1,6],[16,0.46773863,6,5]]],[10,0.69484639,[2,0.18592870,[4,0.00027356,3,6],[16,0.43885463,6,5]],[16,0.52641404,[19,0.94043314,6,0],[13,0.13468847,5,6]]]]"
fault.txt,4,CPU,2,599.9650,0.718187,547,"[0,0.36043847,[11,0.50000000,[23,0.35183889,[4,0.00023426,3,6],[19,0.63768792,2,6]],[10,0.23638430,[13,0.13468847,1,6],[16,0.46773863,6,5]]],[16,0.48276031,[10,0.25401747,[1,0.37217301,4,6],[19,0.98403513,6,0]],[11,0.50000000,[4,0.00027684,3,6],[13,0.26927692,5,6]]]]"
fault.txt,4,CPU,3,599.9040,0.719217,545,"[5,0.00129628,[11,0.50000000,[10,0.23991093,[4,0.00028339,3,6],[9,0.50694305,6,2]],[13,0.13468847,[10,0.23462099,1,5],[2,0.08894049,6,5]]],[11,0.50000000,[24,0.73649883,[4,0.01183342,6,2],[15,0.37951344,0,6]],[10,0.23638430,[13,0.13468847,1,6],[16,0.46773863,6,5]]]]"
fault.txt,4,CPU,4,599.9360,0.743431,498,"[11,0.50000000,[24,0.76236743,[0,0.14699143,[23,0.35183889,6,2],[4,0.00027356,3,6]],[8,0.45074877,[13,0.47115961,0,6],[2,0.11769538,6,4]]],[13,0.13468847,[10,0.69484639,[10,0.23638430,1,6],[24,0.22537899,6,5]],[13,0.20198269,[16,0.35936058,6,5],[17,0.00484516,0,6]]]]"
fault.txt,4,CPU,5,578.4200,0.743431,498,"[11,0.50000000,[24,0.76236743,[0,0.14699143,[23,0.35183889,6,2],[4,0.00027356,3,6]],[8,0.45074877,[13,0.47115961,0,6],[2,0.11769538,6,4]]],[13,0.13468847,[10,0.69484639,[10,0.23638430,1,6],[24,0.22537899,6,5]],[13,0.20198269,[16,0.35936058,6,5],[17,0.00484516,0,6]]]]"
fault.txt,4,CPU,6,599.3540,0.743431,498,"[12,0.50000000,[13,0.13468847,[10,0.69484639,[10,0.23638430,1,6],[24,0.22537899,6,5]],[13,0.20198269,[16,0.35936058,6,5],[17,0.00484516,0,6]]],[24,0.76236743,[0,0.14699143,[23,0.35183889,6,2],[4,0.00027356,3,6]],[8,0.45074877,[13,0.47115961,0,6],[2,0.11769538,6,4]]]]"
fault.txt,4,CPU,7,599.2160,0.743431,498,"[11,0.50000000,[24,0.76236743,[0,0.14699143,[23,0.35183889,6,2],[4,0.00027356,3,6]],[8,0.45074877,[13,0.47115961,0,6],[2,0.11769538,6,4]]],[13,0.13468847,[10,0.69484639,[10,0.23638430,1,6],[24,0.22537899,6,5]],[13,0.20198269,[16,0.35936058,6,5],[17,0.00484516,0,6]]]]"
fault.txt,4,CPU,8,599.5740,0.743431,498,"[12,0.50000000,[13,0.13468847,[10,0.69484639,[10,0.23638430,1,6],[24,0.22537899,6,5]],[13,0.20198269,[16,0.35936058,6,5],[17,0.00484516,0,6]]],[24,0.76236743,[0,0.14699143,[23,0.35183889,6,2],[4,0.00027356,3,6]],[8,0.45074877,[13,0.47115961,0,6],[2,0.11769538,6,4]]]]"
fault.txt,4,CPU,9,599.8660,0.743431,498,"[11,0.50000000,[24,0.76236743,[0,0.14699143,[23,0.35183889,6,2],[4,0.00027356,3,6]],[8,0.45074877,[13,0.47115961,0,6],[2,0.11769538,6,4]]],[13,0.13468847,[10,0.69484639,[10,0.23638430,1,6],[24,0.22537899,6,5]],[13,0.20198269,[16,0.35936058,6,5],[17,0.00484516,0,6]]]]"
fault.txt,4,CPU,10,599.8720,0.743431,498,"[11,0.50000000,[24,0.76236743,[0,0.14699143,[23,0.35183889,6,2],[4,0.00027356,3,6]],[8,0.45074877,[13,0.47115961,0,6],[2,0.11769538,6,4]]],[13,0.13468847,[10,0.69484639,[10,0.23638430,1,6],[24,0.22537899,6,5]],[13,0.20198269,[16,0.35936058,6,5],[17,0.00484516,0,6]]]]"
fault.txt,4,CPU,15,498.6400,0.743431,498,"[12,0.50000000,[13,0.13468847,[10,0.69484639,[10,0.23638430,1,6],[24,0.22537899,6,5]],[13,0.20198269,[16,0.35936058,6,5],[17,0.00484516,0,6]]],[24,0.76236743,[0,0.14699143,[23,0.35183889,6,2],[4,0.00027356,3,6]],[8,0.45074877,[13,0.47115961,0,6],[2,0.11769538,6,4]]]]"
fault.txt,4,CPU,16,599.1820,0.743431,498,"[12,0.50000000,[13,0.13468847,[10,0.69484639,[10,0.23638430,1,6],[24,0.22537899,6,5]],[13,0.20198269,[16,0.35936058,6,5],[17,0.00484516,0,6]]],[24,0.76236743,[0,0.14699143,[23,0.35183889,6,2],[4,0.00027356,3,6]],[8,0.45074877,[13,0.47115961,0,6],[2,0.11769538,6,4]]]]"
fault.txt,4,CPU,30,600.0650,0.743431,498,"[12,0.50000000,[13,0.13468847,[10,0.69484639,[10,0.23638430,1,6],[24,0.22537899,6,5]],[13,0.20198269,[16,0.35936058,6,5],[17,0.00484516,0,6]]],[24,0.76236743,[0,0.14699143,[23,0.35183889,6,2],[4,0.00027356,3,6]],[8,0.45074877,[13,0.47115961,0,6],[2,0.11769538,6,4]]]]"
fault.txt,4,CPU,32,599.9730,0.743431,498,"[12,0.50000000,[13,0.13468847,[10,0.69484639,[10,0.23638430,1,6],[24,0.22537899,6,5]],[13,0.20198269,[16,0.35936058,6,5],[17,0.00484516,0,6]]],[24,0.76279604,[0,0.14699143,[23,0.35183889,6,2],[4,0.00027356,3,6]],[8,0.45074877,[13,0.47115961,0,6],[2,0.11769538,6,4]]]]"
htru.txt,4,CPU,1,599.7870,0.981562,330,"[0,0.56472713,[5,0.16050410,[0,0.44576806,[2,0.32580289,0,1],[2,0.29991329,0,1]],[1,0.24312547,[2,0.29925150,0,1],[2,0.27499652,0,1]]],[2,0.22915173,[5,0.37993276,[5,0.37961265,0,1],[2,0.22849353,0,1]],[4,0.12085457,[5,0.41336566,0,1],[2,0.25579298,0,1]]]]"
htru.txt,4,CPU,2,600.1440,0.982512,313,"[0,0.45521784,[4,0.24595037,[5,0.16053741,[2,0.32580289,0,1],[2,0.30179200,0,1]],[3,0.04882992,[4,0.60554904,0,1],[2,0.33674023,0,1]]],[4,0.22976162,[6,0.24526207,[2,0.27194732,0,1],[2,0.29991329,0,1]],[0,0.53190362,[2,0.28982127,0,1],[2,0.25565195,0,1]]]]"
htru.txt,4,CPU,3,599.8570,0.982512,313,"[1,0.23753759,[0,0.37123567,[0,0.29331642,[2,0.40948576,0,1],[2,0.32594705,0,1]],[3,0.08159713,[2,0.29988593,0,1],[2,0.31617635,0,1]]],[4,0.24725574,[4,0.01793123,[2,0.32788786,0,1],[2,0.27148339,0,1]],[4,0.53755403,[2,0.35020256,0,1],[2,0.29157704,0,1]]]]"
htru.txt,4,CPU,4,599.9550,0.98268,310,"[3,0.05138945,[2,0.27190202,[2,0.25044924,[2,0.25044078,0,1],[5,0.82614177,0,1]],[6,0.12053074,[4,0.53747350,0,1],[4,0.01802862,0,1]]],[4,0.24627250,[5,0.16343394,[2,0.32580289,0,1],[2,0.29891336,0,1]],[5,0.51664394,[0,0.22733487,1,0],[2,0.33291110,0,1]]]]"
htru.txt,4,CPU,5,600.0230,0.982903,306,"[4,0.21339118,[3,0.05789450,[7,0.03600641,[2,0.27148339,0,1],[7,0.03602941,1,0]],[5,0.16079912,[2,0.32580289,0,1],[2,0.29963332,0,1]]],[2,0.30291852,[5,0.83165288,[2,0.28967762,0,1],[2,0.25048339,0,1]],[2,0.32768911,[0,0.44200483,0,1],[1,0.51566321,1,0]]]]"
htru.txt,4,CPU,6,599.7700,0.982847,307,"[4,0.29264945,[3,0.05671753,[7,0.03600641,[2,0.27148339,0,1],[7,0.03602941,1,0]],[5,0.16470918,[2,0.32580289,0,1],[2,0.29891336,0,1]]],[0,0.44656247,[1,0.49708533,[2,0.33674023,0,1],[4,0.60680568,0,1]],[5,0.82904232,[2,0.29025525,0,1],[2,0.25048339,0,1]]]]"
htru.txt,4,CPU,7,599.6000,0.982847,307,"[6,0.10606836,[0,0.44656247,[1,0.50473440,[2,0.33117932,0,1],[4,0.60680568,0,1]],[5,0.82989299,[2,0.29025525,0,1],[2,0.25048339,0,1]]],[3,0.05774814,[7,0.03600641,[2,0.27103406,0,1],[7,0.03602941,1,0]],[5,0.16148615,[2,0.32580289,0,1],[2,0.29963332,0,1]]]]"
htru.txt,4,CPU,8,599.8450,0.982847,307,"[4,0.29264945,[3,0.05778489,[7,0.03600641,[2,0.27148339,0,1],[7,0.03602941,1,0]],[5,0.16470918,[2,0.32580289,0,1],[2,0.29933602,0,1]]],[0,0.44656247,[1,0.49708533,[2,0.33674023,0,1],[4,0.60680568,0,1]],[5,0.82865578,[2,0.29025525,0,1],[2,0.25048339,0,1]]]]"
htru.txt,4,CPU,9,599.5820,0.982847,307,"[4,0.29264945,[3,0.05670250,[7,0.03600641,[2,0.27148339,0,1],[7,0.03602941,1,0]],[5,0.16374806,[2,0.32580289,0,1],[2,0.29891336,0,1]]],[0,0.44656247,[1,0.49708533,[2,0.33674023,0,1],[4,0.60680568,0,1]],[5,0.82904232,[2,0.29025525,0,1],[2,0.25048339,0,1]]]]"
htru.txt,4,CPU,10,599.8820,0.982847,307,"[4,0.29264945,[3,0.05773246,[7,0.03600641,[2,0.27148339,0,1],[7,0.03602941,1,0]],[5,0.16374806,[2,0.32580289,0,1],[2,0.29933602,0,1]]],[0,0.44656247,[1,0.49708533,[2,0.33674023,0,1],[4,0.60680568,0,1]],[5,0.82904232,[2,0.29025525,0,1],[2,0.25048339,0,1]]]]"
htru.txt,4,CPU,15,600.0120,0.982847,307,"[4,0.29264945,[3,0.05773246,[7,0.03600641,[2,0.27148339,0,1],[7,0.03602941,1,0]],[5,0.16374806,[2,0.32580289,0,1],[2,0.29933602,0,1]]],[0,0.44656247,[1,0.49708533,[2,0.33674023,0,1],[4,0.60680568,0,1]],[5,0.82865578,[2,0.29025525,0,1],[2,0.25048339,0,1]]]]"
htru.txt,4,CPU,16,599.8620,0.982847,307,"[4,0.29264945,[3,0.05671753,[7,0.03600641,[2,0.27148339,0,1],[7,0.03602941,1,0]],[5,0.16374806,[2,0.32580289,0,1],[2,0.29891336,0,1]]],[0,0.44656247,[1,0.49708533,[2,0.33674023,0,1],[4,0.60680568,0,1]],[5,0.82865578,[2,0.29025525,0,1],[2,0.25048339,0,1]]]]"
htru.txt,4,CPU,30,600.3910,0.982847,307,"[4,0.29264945,[3,0.05671753,[7,0.03600641,[2,0.27148339,0,1],[7,0.03602941,1,0]],[5,0.16374806,[2,0.32580289,0,1],[2,0.29891336,0,1]]],[0,0.44656247,[1,0.49708533,[2,0.33674023,0,1],[4,0.60680568,0,1]],[5,0.82904232,[2,0.29025525,0,1],[2,0.25048339,0,1]]]]"
htru.txt,4,CPU,32,599.6220,0.982847,307,"[4,0.29264945,[3,0.05778489,[7,0.03600641,[2,0.27148339,0,1],[7,0.03602941,1,0]],[5,0.15909547,[2,0.32580289,0,1],[2,0.29963332,0,1]]],[0,0.44656247,[1,0.49708533,[2,0.33674023,0,1],[4,0.60680568,0,1]],[5,0.82904232,[2,0.29025525,0,1],[2,0.25048339,0,1]]]]"
htru.txt,4,CPU,60,599.7080,0.982847,307,"[4,0.29264945,[3,0.05778489,[7,0.03600641,[2,0.27148339,0,1],[7,0.03602941,1,0]],[5,0.15909547,[2,0.32580289,0,1],[2,0.29963332,0,1]]],[0,0.44656247,[1,0.49708533,[2,0.33674023,0,1],[4,0.60680568,0,1]],[5,0.82865578,[2,0.29025525,0,1],[2,0.25048339,0,1]]]]"
magic.txt,4,CPU,1,599.3010,0.844111,2965,"[0,0.10056339,[8,0.44667679,[3,0.65208912,[0,0.03783206,1,0],[2,0.14437923,0,1]],[1,0.04893492,[2,0.12843034,0,1],[9,0.33270800,0,1]]],[0,0.16157103,[1,0.04623227,[8,0.16741931,0,1],[8,0.35492069,0,1]],[0,0.34944665,[8,0.17263106,0,1],[2,0.15716498,0,1]]]]"
magic.txt,4,CPU,2,599.7840,0.849106,2870,"[1,0.04693285,[2,0.12857814,[1,0.02342108,[1,0.00023688,0,1],[0,0.02460073,1,0]],[2,0.17212354,[8,0.33776024,0,1],[8,0.09634686,0,1]]],[8,0.44559589,[8,0.17284656,[0,0.34942243,0,1],[0,0.16157103,0,1]],[9,0.33268446,[0,0.10427931,0,1],[2,0.11898515,0,1]]]]"
magic.txt,4,CPU,3,599.8310,0.849106,2870,"[1,0.04693285,[1,0.03519977,[1,0.02342108,[1,0.00023688,0,1],[2,0.12857814,0,1]],[8,0.24660625,[2,0.23665825,0,1],[2,0.15157768,0,1]]],[8,0.44537205,[8,0.17281434,[0,0.34942243,0,1],[0,0.16157103,0,1]],[9,0.33268446,[0,0.10427931,0,1],[2,0.11898515,0,1]]]]"
magic.txt,4,CPU,4,599.8730,0.849106,2870,"[1,0.04693285,[2,0.12857814,[1,0.02342108,[1,0.00023688,0,1],[0,0.02460073,1,0]],[2,0.17212354,[8,0.33776024,0,1],[8,0.09634686,0,1]]],[8,0.44537205,[8,0.17281434,[0,0.34942243,0,1],[0,0.16157103,0,1]],[9,0.33268446,[0,0.10427931,0,1],[2,0.11898515,0,1]]]]"
magic.txt,4,CPU,5,599.9540,0.849106,2870,"[1,0.04693285,[2,0.12857814,[1,0.02342108,[1,0.00023688,0,1],[0,0.02460073,1,0]],[2,0.17212354,[8,0.33776024,0,1],[8,0.09634686,0,1]]],[8,0.44537205,[8,0.17281434,[0,0.34942243,0,1],[0,0.16157103,0,1]],[9,0.33268446,[0,0.10427931,0,1],[2,0.11898515,0,1]]]]"
magic.txt,4,CPU,6,599.7010,0.849106,2870,"[1,0.04693285,[2,0.12857814,[1,0.02342108,[1,0.00023688,0,1],[0,0.02460073,1,0]],[2,0.17212354,[8,0.33776024,0,1],[8,0.09634686,0,1]]],[8,0.44537205,[8,0.17281434,[0,0.34942243,0,1],[0,0.16157103,0,1]],[9,0.33268446,[0,0.10427931,0,1],[2,0.11898515,0,1]]]]"
magic.txt,4,CPU,7,599.7430,0.849106,2870,"[1,0.04693285,[1,0.03516351,[1,0.02342108,[1,0.00023688,0,1],[2,0.12857814,0,1]],[8,0.24660625,[2,0.23665825,0,1],[2,0.15157768,0,1]]],[8,0.44537205,[8,0.17281434,[0,0.34942243,0,1],[0,0.16157103,0,1]],[9,0.33268446,[0,0.10427931,0,1],[2,0.11898515,0,1]]]]"
magic.txt,4,CPU,8,599.7460,0.849106,2870,"[1,0.04693285,[2,0.12857814,[1,0.02342108,[1,0.00023688,0,1],[0,0.02460073,1,0]],[2,0.17212354,[8,0.33776024,0,1],[8,0.09634686,0,1]]],[8,0.44537205,[8,0.17281434,[0,0.34942243,0,1],[0,0.16157103,0,1]],[9,0.33268446,[0,0.10427931,0,1],[2,0.11898515,0,1]]]]"
magic.txt,4,CPU,9,599.6030,0.849474,2863,"[8,0.34366295,[1,0.04636622,[4,0.44844711,[2,0.22765648,0,1],[2,0.16176192,0,1]],[8,0.17265993,[0,0.34942243,0,1],[0,0.16157103,0,1]]],[1,0.05596911,[1,0.03758772,[2,0.10804707,0,1],[2,0.15855440,0,1]],[9,0.41146702,[0,0.09489755,0,1],[2,0.13205172,0,1]]]]"
